,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Customer_Type,Business,Class_level,label
1876,16,354,2,1,4,4,5,4,5,5,2,4,3,3,4,5,0,12.0,0,1,1,0.0,1,0
1877,52,641,4,5,4,1,1,3,3,3,3,4,5,4,3,4,2,2.0,1,0,1,0.0,1,1
1878,52,192,3,4,3,3,1,3,1,1,5,2,4,4,5,1,1,0.0,0,1,1,0.0,1,0
1879,12,373,2,3,2,2,3,2,3,3,4,4,4,2,3,3,1,0.0,0,1,1,0.0,1,0
1880,11,409,4,1,4,3,3,4,4,3,3,4,3,4,4,3,0,0.0,1,0,1,0.0,1,1
1881,7,427,5,0,4,1,2,4,5,2,3,4,4,4,4,2,0,0.0,0,1,1,0.0,1,1
1882,20,987,4,5,4,5,5,4,5,5,3,3,5,3,5,5,11,0.0,0,1,1,0.0,1,1
1883,57,594,1,3,2,1,1,2,1,1,4,1,1,3,1,1,0,16.0,0,1,1,0.0,1,0
1884,53,1258,4,5,4,3,5,4,4,5,4,3,4,3,5,5,33,54.0,0,1,1,0.0,1,1
1885,53,591,4,4,4,5,5,2,4,4,4,4,4,4,4,3,0,0.0,0,1,1,0.0,2,1
1886,62,101,0,3,0,2,3,0,3,3,1,4,4,2,1,3,0,2.0,0,1,1,0.0,1,1
1887,59,1749,4,5,4,3,2,4,2,2,1,5,2,3,3,2,5,0.0,1,0,0,0.0,1,1
1888,18,2419,4,2,4,3,4,4,4,1,3,3,4,4,3,4,0,0.0,0,1,1,0.0,1,0
1889,60,925,2,5,2,3,2,2,2,2,4,2,2,3,3,2,0,11.0,0,1,1,0.0,1,0
1890,46,427,4,0,4,2,3,4,4,3,3,4,3,3,3,5,0,0.0,0,1,1,0.0,2,1
1891,24,631,1,5,2,3,2,2,2,2,3,3,5,3,4,2,72,74.0,0,1,1,0.0,1,0
1892,17,460,4,2,4,4,2,4,2,2,3,2,4,4,3,2,9,0.0,1,0,1,0.0,1,1
1893,43,2588,0,5,0,1,0,5,5,3,4,5,5,5,5,5,0,0.0,0,1,1,0.0,1,1
1894,29,157,2,5,0,4,4,0,4,4,3,5,4,5,5,4,13,18.0,1,0,1,0.0,1,0
1895,48,408,0,2,0,4,5,4,4,4,4,0,4,4,4,3,0,0.0,1,0,1,0.0,1,1
1896,29,356,2,2,2,4,5,2,5,5,4,3,4,1,4,5,0,0.0,1,0,1,0.0,1,0
1897,9,2329,4,5,4,2,4,1,1,4,2,3,4,1,5,1,7,0.0,1,0,1,0.0,2,1
1898,10,894,3,2,3,4,1,3,1,1,3,3,4,3,3,1,29,71.0,1,0,1,0.0,1,0
1899,34,151,3,4,0,1,3,0,2,3,5,3,5,3,4,3,0,0.0,1,0,1,0.0,1,0
1900,48,438,3,1,3,4,5,3,5,5,3,2,4,3,4,5,40,36.0,0,1,1,0.0,1,0
1901,17,395,4,1,4,2,3,4,3,3,4,1,2,4,2,3,0,0.0,1,0,1,0.0,1,1
1902,19,1558,3,4,4,1,1,4,3,1,5,5,5,3,4,1,6,0.0,0,1,1,0.0,1,0
1903,54,333,4,2,1,1,3,1,2,4,4,1,5,1,4,3,0,0.0,1,0,1,0.0,1,1
1904,67,237,4,4,4,1,1,4,1,1,3,4,4,4,4,1,0,0.0,0,1,1,0.0,1,1
1905,59,997,3,4,3,3,4,3,4,4,3,2,4,4,3,4,0,0.0,0,1,1,0.0,1,0
1906,61,647,5,5,5,5,3,5,4,3,1,1,5,5,3,3,0,0.0,0,1,1,0.0,1,1
1907,68,370,4,1,4,2,2,4,2,2,3,5,3,3,2,2,21,18.0,0,1,1,0.0,1,1
1908,14,954,1,1,1,3,1,1,1,1,1,4,4,3,4,1,0,0.0,1,0,1,0.0,1,0
1909,68,1900,5,3,5,3,2,3,3,5,5,5,5,3,5,2,0,1.0,1,0,1,0.0,1,1
1910,22,409,0,1,0,3,2,0,2,2,2,2,3,1,3,2,0,0.0,1,0,1,0.0,1,1
1911,35,888,4,4,4,3,1,4,1,1,4,3,2,4,3,1,10,29.0,1,0,1,0.0,1,1
1912,25,1635,2,4,2,3,5,2,5,5,3,5,5,3,4,5,10,8.0,1,0,1,0.0,0,0
1913,62,86,1,5,1,5,1,1,1,4,4,1,4,3,4,1,0,0.0,1,0,1,0.0,1,0
1914,34,2704,3,4,3,4,2,3,4,1,1,3,1,3,1,3,0,0.0,0,1,1,0.0,2,0
1915,62,1919,5,4,5,4,3,4,4,1,1,5,4,4,1,5,0,0.0,1,0,1,0.0,1,1
1916,9,452,4,5,4,3,2,4,2,2,2,3,3,5,3,2,0,0.0,0,1,1,0.0,1,1
1917,11,1521,4,1,4,4,4,4,4,4,2,1,3,3,4,4,0,11.0,1,0,1,0.0,2,1
1918,12,299,5,4,3,4,5,3,5,5,5,3,5,3,4,5,6,0.0,1,0,1,0.0,1,1
1919,11,935,5,5,5,3,4,5,4,4,3,4,1,4,1,4,0,0.0,1,0,1,0.0,1,1
1920,52,86,4,5,0,3,2,2,2,3,3,0,3,1,3,1,0,0.0,1,0,1,0.0,1,1
1921,41,677,2,2,2,3,2,2,2,2,3,5,2,3,2,2,0,15.0,0,1,1,0.0,1,0
1922,20,1342,4,5,4,3,5,4,5,5,3,3,5,4,4,5,7,0.0,1,0,1,0.0,1,1
1923,42,848,5,4,5,1,4,5,4,4,3,5,4,5,5,4,23,18.0,0,1,1,0.0,1,1
1924,55,1999,4,4,4,1,5,4,5,5,5,4,5,5,4,5,4,0.0,0,1,1,0.0,1,1
1925,14,163,3,5,3,1,3,3,3,3,3,5,2,4,5,3,0,0.0,0,1,1,0.0,1,0
1926,8,731,5,4,5,2,1,5,1,1,2,1,2,3,4,1,0,0.0,0,1,1,0.0,1,1
1927,29,680,1,2,1,3,5,1,5,5,4,2,3,1,4,5,1,0.0,0,1,1,0.0,1,0
1928,33,597,3,4,3,2,4,3,3,4,1,2,4,2,2,4,0,0.0,1,0,1,0.0,1,0
1929,67,883,5,3,5,3,3,5,3,3,3,5,3,1,4,3,12,3.0,0,1,1,0.0,1,1
1930,58,594,0,3,0,4,3,1,4,1,1,0,1,3,1,3,0,0.0,1,0,1,0.0,1,1
1931,51,1235,5,2,5,4,5,5,5,5,4,2,4,2,4,5,0,0.0,0,1,1,0.0,1,1
1932,17,1744,3,0,3,1,4,3,1,4,4,2,5,4,5,4,7,39.0,1,0,1,0.0,1,0
1933,9,100,0,1,0,4,3,0,4,3,3,2,3,1,4,3,0,0.0,0,1,1,0.0,1,1
1934,62,695,2,4,2,2,3,5,4,2,2,2,2,5,2,4,100,91.0,1,0,1,0.0,1,0
1935,28,432,4,1,4,2,4,4,4,4,2,5,2,3,2,4,0,0.0,0,1,1,0.0,1,1
1936,36,591,5,5,5,3,4,5,4,4,4,5,5,4,4,4,0,0.0,0,1,1,0.0,1,1
1937,60,480,5,3,5,3,5,5,5,5,4,4,3,2,3,5,0,0.0,0,1,1,0.0,0,1
1938,12,451,3,5,3,2,3,3,3,3,1,1,3,4,1,3,0,0.0,1,0,1,0.0,2,0
1939,47,377,5,4,5,5,2,5,4,2,2,5,2,3,2,5,0,0.0,1,0,1,0.0,0,1
1940,28,529,3,4,3,4,1,3,1,1,5,2,4,4,4,1,0,0.0,1,0,1,0.0,1,0
1941,8,472,4,5,4,3,1,4,1,1,3,2,5,3,4,1,55,50.0,1,0,1,0.0,1,1
1942,68,1086,5,2,5,4,4,5,4,4,4,4,4,3,4,4,0,0.0,0,1,1,0.0,1,1
1943,70,2267,4,5,4,2,3,4,3,3,3,3,5,4,4,3,0,4.0,0,1,1,0.0,1,1
1944,68,804,4,2,4,3,1,3,3,4,4,4,4,1,4,4,0,0.0,1,0,1,0.0,2,1
1945,37,1121,4,4,4,2,5,4,5,5,4,4,5,5,4,5,0,6.0,0,1,1,0.0,1,0
1946,13,1670,4,5,4,4,2,4,2,2,5,3,4,5,4,2,33,25.0,1,0,1,0.0,2,0
1947,36,351,1,4,2,3,3,2,4,3,3,2,4,5,4,3,6,9.0,1,0,1,0.0,1,0
1948,39,265,2,1,2,3,5,2,3,5,3,3,1,2,3,5,2,17.0,0,1,1,0.0,1,0
1949,52,2182,1,4,1,4,3,2,1,4,4,1,2,1,4,3,0,0.0,1,0,1,0.0,1,0
1950,15,1214,4,3,4,4,4,4,4,4,2,2,4,2,4,4,0,0.0,0,1,1,0.0,1,1
1951,18,620,4,4,4,4,3,4,3,3,4,2,5,5,5,3,0,0.0,0,1,1,0.0,2,1
1952,13,224,5,4,0,4,4,0,3,4,3,4,4,5,4,4,1,5.0,0,1,1,0.0,1,1
1953,27,366,2,4,2,4,1,2,1,1,1,2,1,4,3,1,0,0.0,0,1,1,0.0,1,0
1954,26,302,4,3,4,3,4,4,4,4,2,5,4,2,2,4,0,0.0,1,0,1,0.0,1,1
1955,60,496,5,5,4,1,2,4,4,2,2,4,2,3,2,5,0,0.0,1,0,1,0.0,1,1
1956,54,787,5,4,5,4,4,5,1,4,4,5,4,3,4,4,4,2.0,0,1,1,0.0,1,1
1957,47,2586,5,4,5,3,5,4,1,4,4,4,4,4,4,5,0,0.0,1,0,1,0.0,1,1
1958,31,620,2,5,2,5,1,2,1,1,4,5,4,4,4,1,41,30.0,0,1,1,0.0,1,0
1959,59,562,4,5,4,3,5,5,5,1,1,4,1,4,1,4,0,12.0,1,0,1,0.0,1,0
1960,34,936,3,4,3,4,4,3,4,4,4,2,5,5,4,4,0,0.0,0,1,1,0.0,1,0
1961,64,226,0,5,0,5,5,0,5,5,4,5,5,3,5,5,0,0.0,0,1,1,0.0,1,1
1962,34,1237,0,5,1,4,3,1,3,3,5,4,5,4,4,3,0,0.0,1,0,1,0.0,1,1
1963,46,449,5,5,5,2,2,4,5,2,2,5,2,5,2,3,0,0.0,1,0,1,0.0,1,1
1964,10,157,4,4,4,5,1,4,1,1,4,2,5,3,5,1,3,96.0,0,1,1,0.0,2,1
1965,54,226,3,5,3,2,4,3,4,4,4,2,4,5,4,4,0,0.0,0,1,1,0.0,1,0
1966,7,236,1,5,1,3,5,1,5,5,3,5,5,5,4,5,0,0.0,1,0,1,0.0,1,0
1967,58,602,5,4,5,4,3,4,5,2,2,5,2,4,2,5,0,0.0,1,0,1,0.0,1,1
1968,19,179,4,4,4,4,5,4,5,5,4,4,4,4,4,5,0,14.0,1,0,1,0.0,1,1
1969,53,759,5,4,5,3,3,5,5,4,4,5,4,3,4,3,0,0.0,1,0,1,0.0,1,1
1970,48,569,4,2,4,2,5,3,3,4,4,4,4,2,4,1,0,0.0,0,1,1,0.0,2,0
1971,56,101,2,4,2,2,4,5,4,4,4,2,4,4,4,5,0,0.0,0,1,1,0.0,2,0
1972,27,928,4,5,4,1,5,4,5,5,5,3,4,4,5,5,0,0.0,0,1,1,0.0,1,1
1973,37,314,1,4,1,5,4,1,4,4,4,2,4,5,5,4,15,13.0,0,1,1,0.0,1,0
1974,49,241,5,5,5,4,3,5,3,3,4,5,5,5,4,3,0,5.0,0,1,1,0.0,1,1
1975,11,452,4,5,5,3,5,5,1,5,3,4,4,3,5,5,0,0.0,1,0,1,0.0,1,1
1976,43,209,4,5,4,4,1,4,4,2,2,4,2,5,2,1,0,1.0,1,0,1,0.0,1,1
1977,70,965,4,5,4,3,4,4,4,4,4,5,5,5,4,4,0,10.0,0,1,1,0.0,1,0
1978,48,116,2,5,2,1,4,2,4,4,1,4,3,1,3,4,0,1.0,0,1,1,0.0,1,0
1979,65,448,2,1,2,3,5,2,5,5,2,4,3,3,3,5,11,28.0,0,1,1,0.0,1,0
1980,29,266,2,0,2,2,5,2,5,5,5,5,5,3,5,5,0,0.0,1,0,1,0.0,1,0
1981,66,793,0,5,0,2,0,2,2,4,5,4,5,2,4,2,143,142.0,0,1,1,0.0,1,1
1982,11,503,1,3,1,3,2,1,2,2,4,4,2,2,3,2,0,0.0,1,0,1,0.0,0,0
1983,67,356,4,4,4,4,5,4,5,2,2,4,2,5,2,5,0,0.0,1,0,1,0.0,1,0
1984,7,964,1,4,1,4,2,1,2,2,5,4,4,5,5,2,0,1.0,0,1,1,0.0,1,0
1985,46,461,1,5,1,3,5,5,4,5,5,1,2,4,5,3,0,0.0,1,0,1,0.0,1,0
1986,66,1024,5,5,5,5,5,1,1,4,3,5,4,1,3,1,194,190.0,1,0,1,0.0,1,1
1987,27,209,0,5,0,5,4,0,4,4,5,5,4,2,2,4,0,0.0,1,0,1,0.0,1,1
1988,61,1208,4,3,4,1,4,5,2,3,3,4,3,5,3,5,0,0.0,1,0,1,0.0,1,1
1989,61,349,4,5,4,2,5,4,5,5,3,3,5,4,4,5,0,0.0,0,1,0,0.0,1,1
1990,45,744,5,4,5,1,1,1,5,4,4,5,4,4,4,5,0,0.0,1,0,1,0.0,1,1
1991,40,2611,0,1,1,1,1,4,4,4,4,1,2,4,3,4,0,0.0,0,1,1,0.0,1,1
1992,61,725,2,5,2,3,2,2,2,2,4,3,3,2,4,2,4,0.0,0,1,1,0.0,1,0
1993,41,444,4,5,3,2,4,3,4,4,5,4,4,5,5,4,0,0.0,1,0,1,0.0,1,0
1994,39,390,4,5,4,3,1,1,1,1,1,4,1,5,1,4,0,0.0,0,1,1,0.0,2,1
1995,9,349,2,3,2,4,2,2,2,2,1,1,3,2,4,2,11,5.0,1,0,1,0.0,0,0
1996,28,192,4,4,4,1,2,4,2,2,4,2,5,4,5,2,0,0.0,1,0,1,0.0,1,1
1997,43,1055,5,4,5,3,2,5,2,2,4,2,4,3,5,2,35,45.0,0,1,1,0.0,1,1
1998,69,696,2,5,2,1,4,2,4,4,5,2,4,1,5,4,21,23.0,0,1,1,0.0,0,0
1999,23,408,2,4,2,1,2,2,2,2,5,5,4,4,5,2,0,0.0,1,0,1,0.0,1,0
2000,56,325,4,5,4,3,4,4,4,4,1,2,2,4,3,4,0,4.0,0,1,1,0.0,1,1
2001,23,462,4,4,2,3,5,2,5,5,3,2,1,3,3,5,0,0.0,1,0,1,0.0,1,1
2002,55,641,2,5,2,3,1,2,1,1,5,4,4,4,5,1,127,109.0,0,1,1,0.0,1,0
2003,18,679,4,5,4,4,1,4,1,1,5,3,4,3,4,1,13,0.0,0,1,1,0.0,1,1
2004,42,1744,0,3,0,3,5,3,4,4,4,0,4,3,4,3,10,0.0,1,0,1,0.0,2,1
2005,25,1074,2,5,2,5,4,2,4,4,4,2,5,4,5,4,3,9.0,1,0,1,0.0,1,0
2006,58,1199,4,2,4,4,1,4,3,4,4,4,3,1,4,1,3,0.0,0,1,1,0.0,2,1
2007,29,680,3,4,3,1,1,3,1,1,3,4,4,3,5,1,21,24.0,0,1,1,0.0,0,0
2008,32,563,2,4,2,1,3,2,2,3,4,5,5,5,3,3,9,3.0,1,0,1,0.0,1,0
2009,42,1892,4,5,4,2,2,1,5,2,2,4,2,4,2,2,0,0.0,1,0,1,0.0,1,1
2010,48,2161,4,5,3,3,4,5,4,3,3,3,5,4,3,4,0,0.0,1,0,1,0.0,1,1
2011,57,334,1,5,2,4,2,4,4,4,4,2,4,4,4,3,16,6.0,1,0,1,0.0,1,0
2012,50,1046,1,5,2,2,2,2,2,2,4,5,5,5,4,2,36,28.0,0,1,1,0.0,0,0
2013,46,414,0,4,0,2,4,0,4,4,3,3,1,4,2,4,0,0.0,0,1,1,0.0,1,1
2014,13,2762,4,4,4,4,4,4,4,2,4,4,4,4,3,4,3,0.0,1,0,1,0.0,1,1
2015,21,301,3,4,4,4,2,4,4,2,4,2,4,5,4,2,0,0.0,1,0,1,0.0,1,0
2016,68,372,5,4,5,1,2,4,4,4,4,5,4,3,4,3,0,4.0,1,0,1,0.0,1,1
2017,59,1481,4,4,4,4,1,4,1,1,3,5,4,3,4,1,0,0.0,0,1,1,0.0,1,1
2018,50,328,3,5,3,2,5,4,5,4,4,3,4,4,4,3,0,2.0,1,0,1,0.0,1,0
2019,44,300,0,4,0,1,1,0,5,1,5,3,5,3,5,1,0,0.0,0,1,1,0.0,1,1
2020,70,971,5,4,5,4,4,5,4,4,5,4,5,5,4,4,4,0.0,0,1,1,0.0,1,1
2021,9,302,2,3,2,2,5,2,5,5,2,4,3,1,2,5,20,29.0,1,0,1,0.0,1,0
2022,67,1050,2,5,2,2,3,5,5,4,4,2,4,5,4,3,11,3.0,1,0,1,0.0,1,0
2023,34,223,3,5,3,4,3,4,4,2,2,3,2,4,2,4,14,9.0,0,1,1,0.0,2,0
2024,8,409,4,5,4,2,5,4,5,5,4,4,5,3,5,5,0,0.0,0,1,1,0.0,0,1
2025,54,140,4,3,4,1,4,4,4,4,3,3,3,1,2,4,0,0.0,0,1,1,0.0,1,1
2026,27,980,2,4,2,4,1,2,1,1,1,1,3,4,3,1,0,9.0,1,0,1,0.0,1,0
2027,67,641,5,4,4,2,5,4,5,5,5,1,4,1,5,5,0,0.0,0,1,1,0.0,1,1
2028,9,817,2,2,2,3,2,2,1,2,1,1,3,3,3,2,0,0.0,1,0,1,0.0,1,0
2029,12,1080,5,4,5,5,3,4,3,3,4,4,5,3,4,3,0,0.0,0,1,1,0.0,1,1
2030,65,304,2,5,3,4,2,4,4,4,4,3,4,3,4,3,28,21.0,1,0,1,0.0,1,0
2031,60,965,5,5,5,3,3,4,5,1,1,5,1,3,1,3,0,0.0,1,0,1,0.0,1,1
2032,13,965,5,3,5,3,1,5,1,1,3,2,4,3,4,1,0,0.0,0,1,1,0.0,2,1
2033,15,787,2,5,2,5,2,2,2,2,4,5,5,4,5,2,85,80.0,1,0,1,0.0,1,0
2034,50,351,0,4,0,1,5,5,5,5,5,0,4,5,5,4,0,0.0,1,0,1,0.0,1,1
2035,24,837,1,5,1,3,4,1,4,4,3,1,4,2,5,4,27,23.0,0,1,1,0.0,1,0
2036,40,345,4,5,4,4,5,4,2,5,3,5,4,5,4,5,19,11.0,0,1,1,0.0,0,0
2037,65,328,2,5,4,3,3,4,1,3,3,4,3,5,4,3,0,9.0,0,1,1,0.0,1,0
2038,59,304,4,4,4,1,1,4,4,1,4,3,4,5,5,1,1,0.0,0,1,1,0.0,1,1
2039,42,2979,2,5,2,3,3,2,3,3,3,3,4,4,4,3,0,0.0,0,1,1,0.0,1,0
2040,35,1208,2,3,2,3,5,2,2,5,1,1,3,1,5,5,0,0.0,1,0,1,0.0,1,0
2041,56,1379,5,5,5,3,5,4,4,1,1,5,1,4,1,4,0,0.0,1,0,1,0.0,1,1
2042,11,1671,2,1,2,4,3,2,3,3,1,1,4,1,4,3,0,0.0,1,0,1,0.0,1,0
2043,31,1126,3,4,3,3,4,3,4,4,4,4,4,3,4,4,0,2.0,0,1,1,0.0,0,0
2044,56,308,5,5,5,1,3,4,5,2,2,5,2,3,2,4,11,3.0,1,0,1,0.0,1,1
2045,52,2475,1,0,1,4,1,1,1,2,4,2,4,1,4,1,0,6.0,1,0,1,0.0,2,0
2046,46,1589,4,5,3,2,5,3,5,5,4,5,4,3,5,5,0,0.0,0,1,1,0.0,1,1
2047,41,247,5,5,5,5,4,5,4,4,3,3,4,3,5,4,0,0.0,0,1,1,0.0,1,1
2048,31,685,2,4,2,4,1,2,1,1,4,5,4,4,5,1,24,28.0,1,0,1,0.0,1,0
2049,26,1846,5,4,5,3,3,5,5,3,3,1,2,2,4,3,0,2.0,0,1,1,0.0,1,1
2050,26,399,2,4,0,4,3,0,3,3,1,4,3,3,4,3,8,36.0,0,1,1,0.0,0,0
2051,19,116,5,4,0,3,2,0,2,2,3,2,3,1,3,2,0,0.0,0,1,1,0.0,1,1
2052,26,419,4,4,4,1,4,4,4,4,4,1,4,4,5,4,0,0.0,0,1,1,0.0,1,1
2053,35,678,4,3,4,4,2,4,4,2,4,4,5,1,4,2,0,20.0,0,1,1,0.0,1,1
2054,48,1102,3,3,3,3,4,5,1,4,4,3,4,2,4,5,0,0.0,1,0,1,0.0,1,0
2055,68,259,4,3,4,4,5,5,1,4,4,4,4,3,4,2,0,0.0,0,1,1,0.0,2,0
2056,64,500,2,5,2,2,4,2,4,4,5,2,4,4,5,4,0,0.0,0,1,1,0.0,1,0
2057,17,187,2,5,2,1,2,2,2,2,3,2,5,4,5,2,0,0.0,0,1,1,0.0,1,0
2058,20,521,5,5,5,1,2,5,2,2,4,5,4,4,4,2,0,0.0,1,0,1,0.0,2,1
2059,10,822,0,5,1,4,5,1,4,5,3,3,5,3,5,5,0,0.0,0,1,1,0.0,1,1
2060,18,200,2,5,2,3,1,2,1,1,3,5,1,5,1,1,0,0.0,0,1,1,0.0,1,0
2061,51,223,5,4,5,1,4,4,4,3,3,5,3,4,3,3,0,0.0,1,0,1,0.0,1,1
2062,8,748,5,4,5,5,3,5,3,3,3,2,5,3,5,3,95,90.0,1,0,1,0.0,1,1
2063,53,280,2,4,2,4,2,2,1,2,3,4,5,4,1,2,2,0.0,0,1,1,0.0,1,0
2064,66,668,1,5,1,3,3,4,5,5,5,1,5,4,5,4,0,0.0,1,0,1,0.0,1,0
2065,67,157,1,2,1,4,3,4,4,4,4,1,4,4,4,2,0,0.0,1,0,1,0.0,1,0
2066,28,1460,0,4,1,1,1,1,1,1,3,2,3,5,5,1,14,12.0,1,0,1,0.0,1,1
2067,41,631,3,4,3,4,2,3,2,2,5,4,4,4,5,2,45,23.0,0,1,1,0.0,1,0
2068,41,1024,4,5,4,4,5,4,5,5,3,1,2,2,2,5,0,0.0,0,1,1,0.0,1,1
2069,16,899,3,5,3,2,3,3,5,3,4,5,5,5,4,3,0,0.0,0,1,1,0.0,1,0
2070,30,1620,2,4,2,1,2,2,2,2,3,3,5,4,5,2,0,0.0,1,0,1,0.0,1,0
2071,9,1119,0,3,0,2,4,0,4,4,2,1,3,1,3,4,0,0.0,1,0,1,0.0,1,1
2072,43,402,4,4,5,4,3,4,4,3,3,5,3,3,3,2,8,4.0,1,0,1,0.0,1,1
2073,8,345,1,4,1,4,5,1,5,5,4,2,5,4,4,5,31,28.0,1,0,1,0.0,1,0
2074,67,588,4,4,4,3,3,5,4,3,3,4,3,4,3,4,15,5.0,1,0,1,0.0,1,1
2075,10,1521,1,5,1,1,5,1,5,5,3,2,3,5,4,5,42,20.0,1,0,1,0.0,1,0
2076,70,967,5,5,5,3,3,5,3,3,3,2,5,4,5,3,0,0.0,0,1,1,0.0,0,1
2077,52,393,4,4,4,4,4,4,5,1,1,4,1,4,1,3,0,0.0,1,0,1,0.0,1,0
2078,67,140,0,2,0,3,5,0,5,5,4,1,3,3,4,5,9,0.0,0,1,1,0.0,1,1
2079,38,261,5,5,5,1,5,5,5,5,4,3,1,4,3,5,0,0.0,1,0,1,0.0,1,1
2080,40,210,4,4,4,4,1,4,1,1,3,5,3,4,4,1,0,0.0,0,1,1,0.0,0,1
2081,27,1068,3,4,3,3,5,3,5,5,5,2,4,5,5,5,34,17.0,1,0,1,0.0,1,0
2082,19,802,1,4,1,2,2,1,2,2,3,2,1,3,2,2,10,20.0,1,0,1,0.0,1,0
2083,57,1096,4,2,4,3,4,4,3,4,4,4,4,4,4,2,0,0.0,1,0,1,0.0,2,1
2084,25,1464,3,4,4,3,4,4,4,4,5,4,4,5,5,4,0,0.0,0,1,1,0.0,1,0
2085,30,337,1,5,1,3,2,1,2,2,5,4,2,1,3,2,3,0.0,0,1,1,0.0,1,0
2086,32,383,0,4,0,3,4,0,4,4,5,5,5,5,4,4,0,0.0,1,0,1,0.0,0,1
2087,45,448,0,1,0,4,1,4,3,5,5,0,5,2,5,1,0,0.0,1,0,1,0.0,1,1
2088,26,432,4,4,4,3,4,4,4,4,3,2,1,5,5,4,0,0.0,0,1,1,0.0,1,1
2089,15,197,4,4,0,2,2,0,1,2,3,5,1,1,5,2,0,2.0,0,1,1,0.0,1,1
2090,41,594,3,5,3,4,4,5,4,1,1,3,1,4,1,4,0,0.0,1,0,1,0.0,2,0
2091,68,488,4,4,4,3,4,5,5,5,5,4,5,3,5,5,31,23.0,1,0,1,0.0,1,1
2092,24,522,4,4,4,3,4,4,3,4,3,2,4,3,4,4,0,0.0,0,1,1,0.0,1,1
2093,43,1096,4,3,4,3,2,4,2,2,2,4,4,4,4,2,0,0.0,0,1,1,0.0,1,1
2094,58,862,4,4,4,4,2,4,5,4,4,4,1,4,4,3,3,5.0,1,0,1,0.0,1,1
2095,24,746,1,5,2,4,4,2,4,4,5,3,4,4,5,4,4,0.0,0,1,1,0.0,1,0
2096,31,986,2,4,2,2,3,2,3,3,4,4,5,3,5,3,0,0.0,0,1,1,0.0,1,0
2097,42,926,5,5,5,1,4,5,4,4,4,4,4,3,4,4,0,0.0,0,1,1,0.0,1,1
2098,63,534,0,5,0,4,1,0,2,1,3,2,1,1,2,1,6,1.0,0,1,1,0.0,1,1
2099,25,594,5,1,5,4,5,5,4,5,4,4,3,1,4,5,2,0.0,1,0,1,0.0,1,1
2100,27,351,1,1,1,4,5,1,5,5,4,4,3,3,3,5,13,4.0,0,1,1,0.0,0,0
2101,20,1617,0,1,0,3,2,0,2,2,2,3,3,4,3,2,0,0.0,1,0,1,0.0,1,1
2102,31,912,4,4,5,3,2,5,1,2,5,5,4,5,5,2,0,0.0,0,1,1,0.0,2,1
2103,28,210,1,4,1,4,4,1,4,4,3,1,3,1,4,4,6,1.0,0,1,1,0.0,1,0
2104,61,2717,2,5,2,1,2,4,5,4,4,2,4,3,4,4,0,0.0,1,0,1,0.0,1,0
2105,8,1476,3,4,3,4,2,3,2,2,3,1,3,3,3,2,7,22.0,0,1,1,0.0,1,0
2106,32,1587,3,5,3,2,5,3,5,5,3,2,5,3,5,5,0,0.0,0,1,1,0.0,1,0
2107,16,859,5,1,5,2,3,1,3,3,1,4,2,2,2,3,0,0.0,0,1,1,0.0,1,1
2108,15,429,2,2,2,4,5,2,5,5,2,2,3,2,4,5,0,0.0,1,0,1,0.0,1,0
2109,64,164,5,4,5,2,4,5,4,2,2,5,2,4,2,3,0,0.0,1,0,1,0.0,1,1
2110,53,196,3,5,3,1,5,5,4,1,1,3,1,3,1,4,0,0.0,1,0,1,0.0,1,0
2111,57,1047,1,4,1,1,2,4,5,4,4,1,4,4,4,5,11,0.0,1,0,1,0.0,1,0
2112,31,925,3,5,2,4,5,2,5,5,1,5,3,1,5,5,28,32.0,1,0,1,0.0,1,0
2113,61,237,2,3,2,1,2,5,5,1,1,2,1,2,1,5,6,22.0,1,0,1,0.0,1,0
2114,24,1448,5,2,5,3,3,5,3,3,3,4,4,1,3,3,0,4.0,0,1,1,0.0,1,1
2115,40,1744,5,3,5,3,5,3,3,2,2,5,3,3,2,1,0,5.0,0,1,1,0.0,2,1
2116,46,522,4,5,2,4,1,2,1,1,3,4,5,5,5,1,10,6.0,0,1,1,0.0,1,0
2117,21,735,1,4,1,1,2,1,2,2,3,3,4,4,4,2,83,82.0,0,1,1,0.0,1,0
2118,69,1009,3,3,3,4,3,1,3,4,4,3,4,4,4,1,1,0.0,1,0,1,0.0,1,0
2119,52,235,2,3,2,4,2,4,4,1,1,2,1,5,1,2,0,0.0,1,0,1,0.0,1,0
2120,36,449,4,5,4,1,2,4,2,2,3,3,4,3,5,2,7,0.0,1,0,1,0.0,0,1
2121,68,247,2,4,0,3,4,5,4,2,2,0,2,4,2,5,1,2.0,1,0,1,0.0,0,0
2122,8,366,2,4,2,3,3,2,3,3,1,4,3,4,3,3,0,0.0,0,1,1,0.0,1,0
2123,54,697,1,5,1,2,4,1,2,3,3,1,3,5,3,5,0,0.0,1,0,1,0.0,1,0
2124,51,1183,4,4,3,3,4,5,5,1,1,3,1,5,1,5,0,0.0,1,0,1,0.0,1,1
2125,66,270,3,5,4,3,3,4,4,3,3,4,1,3,3,4,15,22.0,1,0,1,0.0,1,0
